
GenomeNet icon	
LinkDB Search


Mode: Single Entry to Database
From: KEGG GENOME T02695
To: KEGG GENES
Hits: 10123 from 1 database
ID                   Definition
mis:MICPUN_86737     hypothetical protein 
mis:MICPUN_86747     hypothetical protein 
mis:MICPUN_86755     hypothetical protein; K03100 signal peptidase I [EC:3.4.21.89] 
mis:MICPUN_86756     hypothetical protein; K06941 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192] 
mis:MICPUN_86762     hypothetical protein 
mis:MICPUN_86763     hypothetical protein; K10768 alkylated DNA repair protein alkB homolog 6 [EC:1.14.11.-] 
mis:MICPUN_86780     histone H3; K11253 histone H3 
mis:MICPUN_86792     APC11; hypothetical protein; K03358 anaphase-promoting complex subunit 11 
mis:MICPUN_86807     hypothetical protein; K04794 peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29] 
mis:MICPUN_86812     ATP-binding cassette superfamily 
mis:MICPUN_86817     Multidrug/Oligosaccharidyl-lipid/Polysaccharide flippase 
mis:MICPUN_86820     hypothetical protein 
mis:MICPUN_86840     hypothetical protein; K02540 DNA replication licensing factor MCM2 [EC:3.6.4.12] 
mis:MICPUN_86842     hypothetical protein 
mis:MICPUN_86845     twin arginine targeting family; K03118 sec-independent protein translocase protein TatC 
mis:MICPUN_86848     Aspartate/tyrosine/aromatic aminotransferase 
mis:MICPUN_86858     hypothetical protein 
mis:MICPUN_86873     DPE2; glycoside hydrolase family 77 protein; K00705 4-alpha-glucanotransferase [EC:2.4.1.25] 
mis:MICPUN_86881     hypothetical protein; K10643 CCR4-NOT transcription complex subunit 4 [EC:6.3.2.19] 
mis:MICPUN_86885     hypothetical protein; K10770 alkylated DNA repair protein alkB homolog 8 [EC:1.14.11.- 2.1.1.229] 
mis:MICPUN_86889     hypothetical protein; K01278 dipeptidyl-peptidase 4 [EC:3.4.14.5] 
mis:MICPUN_86905     GWD3; alpha glucan water dikinase 
mis:MICPUN_86917     hypothetical protein; K11855 ubiquitin carboxyl-terminal hydrolase 36/42 [EC:3.1.2.15] 
mis:MICPUN_86934     hypothetical protein; K09510 DnaJ homolog subfamily B member 4 
mis:MICPUN_86976     hypothetical protein 
mis:MICPUN_86979     hypothetical protein 
mis:MICPUN_86990     AE_5; anion exchanger family 
mis:MICPUN_86994     LC5; dynein light chain, flagellar outer arm 
mis:MICPUN_86997     glycosyltransferase family 4 protein; K09480 digalactosyldiacylglycerol synthase [EC:2.4.1.241] 
mis:MICPUN_87017     hypothetical protein; K00566 tRNA-specific 2-thiouridylase [EC:2.8.1.-] 
mis:MICPUN_87019     glycosyltransferase family 28 protein; K02563 UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide 
mis:MICPUN_87026     hypothetical protein; K03539 ribonuclease P/MRP protein subunit RPP1 [EC:3.1.26.5] 
mis:MICPUN_87045     hypothetical protein; K11968 ariadne-1 
mis:MICPUN_87049     hypothetical protein 
mis:MICPUN_87061     mitochondrial carrier family; K15115 solute carrier family 25 (mitochondrial folate transporter), me 
mis:MICPUN_87088     hypothetical protein 
mis:MICPUN_87094     hypothetical protein 
mis:MICPUN_87107     D-erythro-sphingosine kinase; K04718 sphingosine kinase [EC:2.7.1.91] 
mis:MICPUN_87113     hypothetical protein 
mis:MICPUN_87118     hypothetical protein; K03007 DNA-directed RNA polymerases I, II, and III subunit RPABC5 
mis:MICPUN_87128     hypothetical protein; K04567 lysyl-tRNA synthetase, class II [EC:6.1.1.6] 
mis:MICPUN_87130     hypothetical protein; K12585 exosome complex exonuclease DIS3/RRP44 [EC:3.1.13.-] 
mis:MICPUN_87151     hypothetical protein; K01663 glutamine amidotransferase / cyclase [EC:2.4.2.- 4.1.3.-] 
mis:MICPUN_87162     hypothetical protein; K09761 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193] 
mis:MICPUN_87180     hypothetical protein; K00972 UDP-N-acetylglucosamine pyrophosphorylase [EC:2.7.7.23] 
mis:MICPUN_87214     hypothetical protein 
mis:MICPUN_87244     hypothetical protein; K15456 protein KTI12 
mis:MICPUN_87252     hypothetical protein 
mis:MICPUN_87262     hypothetical protein 
mis:MICPUN_87285     ATP-binding cassette superfamily 
mis:MICPUN_87287     hypothetical protein; K11855 ubiquitin carboxyl-terminal hydrolase 36/42 [EC:3.1.2.15] 
mis:MICPUN_87288     PHO3; glycosyltransferase family 35 protein; K00688 starch phosphorylase [EC:2.4.1.1] 
mis:MICPUN_87320     hypothetical protein 
mis:MICPUN_87321     hypothetical protein 
mis:MICPUN_87326     hypothetical protein 
mis:MICPUN_87345     hypothetical protein 
mis:MICPUN_87350     hypothetical protein 
mis:MICPUN_87356     hypothetical protein 
mis:MICPUN_87366     hypothetical protein; K02905 large subunit ribosomal protein L29e 
mis:MICPUN_87372     hypothetical protein 
mis:MICPUN_87385     hypothetical protein; K02996 small subunit ribosomal protein S9 
mis:MICPUN_87398     hypothetical protein 
mis:MICPUN_87402     hypothetical protein 
mis:MICPUN_87412     hypothetical protein 
mis:MICPUN_87431     major facilitator superfamily 
mis:MICPUN_87440     cathepsin B-like cysteine proteinase; K01363 cathepsin B [EC:3.4.22.1] 
mis:MICPUN_87445     amidase 
mis:MICPUN_87458     hypothetical protein; K16748 Bardet-Biedl syndrome 5 protein 
mis:MICPUN_87459     hypothetical protein 
mis:MICPUN_87463     hypothetical protein 
mis:MICPUN_87470     hypothetical protein; K00931 glutamate 5-kinase [EC:2.7.2.11] 
mis:MICPUN_87479     hypothetical protein; K10862 tyrosyl-DNA phosphodiesterase 1 [EC:3.1.4.-] 
mis:MICPUN_87498     hypothetical protein; K01785 aldose 1-epimerase [EC:5.1.3.3] 
mis:MICPUN_87507     hypothetical protein; K01510 apyrase [EC:3.6.1.5] 
mis:MICPUN_87509     hypothetical protein; K12189 ESCRT-II complex subunit VPS25 
mis:MICPUN_87518     hypothetical protein 
mis:MICPUN_87522     hypothetical protein; K01792 glucose-6-phosphate 1-epimerase [EC:5.1.3.15] 
mis:MICPUN_87559     hypothetical protein 
mis:MICPUN_87574     hypothetical protein; K06287 septum formation protein 
mis:MICPUN_87578     6PGDH; 6-phosphogluconate dehydrogenase (6PGDH) chloroplast precursor 
mis:MICPUN_87614     hypothetical protein; K01756 adenylosuccinate lyase [EC:4.3.2.2] 
mis:MICPUN_87659     hypothetical protein 
mis:MICPUN_87662     hypothetical protein; K17777 mitochondrial import inner membrane translocase subunit TIM9 
mis:MICPUN_87670     ATP-binding cassette superfamily 
mis:MICPUN_87683     hypothetical protein; K14561 U3 small nucleolar ribonucleoprotein protein IMP4 
mis:MICPUN_87686     hypothetical protein 
mis:MICPUN_87714     hypothetical protein 
mis:MICPUN_87722     hypothetical protein; K01456 peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase [EC:3.5.1.52] 
mis:MICPUN_87731     hypothetical protein; K14849 ribosomal RNA-processing protein 1 
mis:MICPUN_87736     hypothetical protein; K13179 ATP-dependent RNA helicase DDX18/HAS1 [EC:3.6.4.13] 
mis:MICPUN_87744     ATP-binding cassette superfamily 
mis:MICPUN_87747     hypothetical protein; K11366 ubiquitin carboxyl-terminal hydrolase 22/27/51 [EC:3.1.2.15] 
mis:MICPUN_87759     hypothetical protein; K07019 
mis:MICPUN_87762     hypothetical protein; K05907 adenylyl-sulfate reductase (glutathione) [EC:1.8.4.9] 
mis:MICPUN_87767     Multidrug/Oligosaccharidyl-lipid/Polysaccharide flippase 
mis:MICPUN_87771     ATP-binding cassette superfamily 
mis:MICPUN_87774     hypothetical protein; K03039 26S proteasome regulatory subunit N9 
mis:MICPUN_87780     hypothetical protein; K02887 large subunit ribosomal protein L20 
mis:MICPUN_87816     hypothetical protein; K04345 protein kinase A [EC:2.7.11.11] 
mis:MICPUN_87830     UPM1; uroporphyrin III methylase 
mis:MICPUN_87840     SNF2 super family; K14440 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin s 
mis:MICPUN_87915     hypothetical protein; K00930 acetylglutamate kinase [EC:2.7.2.8] 
mis:MICPUN_87938     hypothetical protein; K00826 branched-chain amino acid aminotransferase [EC:2.6.1.42] 
mis:MICPUN_87951     hypothetical protein; K11858 ubiquitin carboxyl-terminal hydrolase 48 [EC:3.1.2.15] 
mis:MICPUN_87955     hypothetical protein; K02884 large subunit ribosomal protein L19 
mis:MICPUN_87964     hypothetical protein; K01711 GDPmannose 4,6-dehydratase [EC:4.2.1.47] 
mis:MICPUN_87980     FBPASE_3; Fructose-1,6-bisphosphatase; K03841 fructose-1,6-bisphosphatase I [EC:3.1.3.11] 
mis:MICPUN_87987     hypothetical protein; K11098 small nuclear ribonucleoprotein F 
mis:MICPUN_88004     hypothetical protein; K01517 manganese-dependent ADP-ribose/CDP-alcohol diphosphatase [EC:3.6.1.13 3 
mis:MICPUN_88011     hypothetical protein 
mis:MICPUN_88042     hypothetical protein; K01930 folylpolyglutamate synthase [EC:6.3.2.17] 
mis:MICPUN_88051     hypothetical protein 
mis:MICPUN_88065     RCA; ribulose bisphosphate carboxylase/oxygenase activase 
mis:MICPUN_88101     hypothetical protein; K10249 elongation of very long chain fatty acids protein 4 [EC:2.3.1.199] 
mis:MICPUN_88102     hypothetical protein; K00914 phosphatidylinositol 3-kinase [EC:2.7.1.137] 
mis:MICPUN_88104     hypothetical protein; K09420 myb proto-oncogene protein 
mis:MICPUN_88113     hypothetical protein 
mis:MICPUN_88116     hypothetical protein; K07442 tRNA (adenine57-N1/adenine58-N1)-methyltransferase [EC:2.1.1.219 2.1.1. 
mis:MICPUN_88148     hypothetical protein; K11092 U2 small nuclear ribonucleoprotein A' 
mis:MICPUN_88167     hypothetical protein; K02469 DNA gyrase subunit A [EC:5.99.1.3] 
mis:MICPUN_88185     hypothetical protein 
mis:MICPUN_88188     hypothetical protein 
mis:MICPUN_88190     hypothetical protein; K05309 microsomal prostaglandin-E synthase 2 [EC:5.3.99.3] 
mis:MICPUN_88212     hypothetical protein 
mis:MICPUN_88240     ATP-binding cassette superfamily; K05657 ATP-binding cassette, subfamily B (MDR/TAP), member 10 
mis:MICPUN_88269     hypothetical protein 
mis:MICPUN_88276     flagellar associated protein 
mis:MICPUN_88301     hypothetical protein 
mis:MICPUN_88302     hypothetical protein; K01358 ATP-dependent Clp protease, protease subunit [EC:3.4.21.92] 
mis:MICPUN_88315     ATP-binding cassette superfamily 
mis:MICPUN_88340     hypothetical protein 
mis:MICPUN_88344     hypothetical protein 
mis:MICPUN_88360     hypothetical protein; K16599 tubulin polyglutamylase TTLL1 [EC:6.-.-.-] 
mis:MICPUN_88387     hypothetical protein 
mis:MICPUN_88392     hypothetical protein; K12598 ATP-dependent RNA helicase DOB1 [EC:3.6.4.13] 
mis:MICPUN_88394     hypothetical protein; K12878 THO complex subunit 1 
mis:MICPUN_88410     hypothetical protein 
mis:MICPUN_88413     hypothetical protein 
mis:MICPUN_88427     hypothetical protein; K00962 polyribonucleotide nucleotidyltransferase [EC:2.7.7.8] 
mis:MICPUN_88460     IFT80; intraflagellar transport 80 
mis:MICPUN_88465     hypothetical protein; K12524 bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1 
mis:MICPUN_88471     hypothetical protein; K08851 TP53 regulating kinase [EC:2.7.11.1] 
mis:MICPUN_88500     hypothetical protein 
mis:MICPUN_88502     hypothetical protein 
mis:MICPUN_88516     hypothetical protein; K10777 DNA ligase 4 [EC:6.5.1.1] 
mis:MICPUN_88535     hypothetical protein 
mis:MICPUN_88542     hypothetical protein 
mis:MICPUN_88554     hypothetical protein; K10734 GINS complex subunit 3 
mis:MICPUN_88562     hypothetical protein; K01652 acetolactate synthase I/II/III large subunit [EC:2.2.1.6] 
mis:MICPUN_88573     histone H2A; K11251 histone H2A 
mis:MICPUN_88574     hypothetical protein 
mis:MICPUN_88595     hypothetical protein; K15422 3'(2'), 5'-bisphosphate nucleotidase / inositol polyphosphate 1-phospha 
mis:MICPUN_88611     hypothetical protein; K04078 chaperonin GroES 
mis:MICPUN_88613     hypothetical protein; K00888 phosphatidylinositol 4-kinase [EC:2.7.1.67] 
mis:MICPUN_88622     hypothetical protein; K11352 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 12 
mis:MICPUN_88651     bromodomain-containing protein 
mis:MICPUN_88652     hypothetical protein 
mis:MICPUN_88657     hypothetical protein 
mis:MICPUN_88660     hypothetical protein; K02603 origin recognition complex subunit 1 
mis:MICPUN_88662     hypothetical protein 
mis:MICPUN_88694     hypothetical protein 
mis:MICPUN_88696     hypothetical protein 
mis:MICPUN_88698     hypothetical protein 
mis:MICPUN_88700     hypothetical protein; K12827 splicing factor 3A subunit 3 
mis:MICPUN_88713     hypothetical protein 
mis:MICPUN_88715     hypothetical protein; K08994 putative membrane protein 
mis:MICPUN_88722     hypothetical protein; K00586 diphthine synthase [EC:2.1.1.98] 
mis:MICPUN_88734     hypothetical protein 
mis:MICPUN_88739     hypothetical protein 
mis:MICPUN_88745     SSIIA; glycosyltransferase family 5 protein; K00703 starch synthase [EC:2.4.1.21] 
mis:MICPUN_88752     hypothetical protein 
mis:MICPUN_88758     hypothetical protein 
mis:MICPUN_88760     hypothetical protein 
mis:MICPUN_88779     hypothetical protein 
mis:MICPUN_88789     hypothetical protein; K14213 Xaa-Pro dipeptidase [EC:3.4.13.9] 
mis:MICPUN_88790     hypothetical protein; K11136 regulator of telomere elongation helicase 1 [EC:3.6.4.12] 
mis:MICPUN_88792     hypothetical protein 
mis:MICPUN_88806     hypothetical protein; K00851 gluconokinase [EC:2.7.1.12] 
mis:MICPUN_88835     hypothetical protein 
mis:MICPUN_88847     hypothetical protein 
mis:MICPUN_88868     hypothetical protein 
mis:MICPUN_88873     hypothetical protein 
mis:MICPUN_88881     hypothetical protein 
mis:MICPUN_88899     TOR; target of rapamycin kinase; K07203 FKBP12-rapamycin complex-associated protein 
mis:MICPUN_88922     PETC; cytochrome b6/f complex iron-sulfur subunit, chloroplast precursor; K02636 cytochrome b6-f com 
mis:MICPUN_88925     hypothetical protein 
mis:MICPUN_88940     hypothetical protein 
mis:MICPUN_88956     hypothetical protein; K00940 nucleoside-diphosphate kinase [EC:2.7.4.6] 
mis:MICPUN_88969     hypothetical protein; K09008 hypothetical protein 
mis:MICPUN_88986     kinase; K13800 UMP-CMP kinase [EC:2.7.4.- 2.7.4.14] 
mis:MICPUN_89004     hypothetical protein; K12489 Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 
mis:MICPUN_89019     hypothetical protein 
mis:MICPUN_89023     hypothetical protein; K07561 2-(3-amino-3-carboxypropyl)histidine synthase [EC:2.5.1.108] 
mis:MICPUN_89026     hypothetical protein; K14863 ribosome biogenesis protein YTM1 
mis:MICPUN_89032     hypothetical protein; K08876 SCY1-like protein 1 
mis:MICPUN_89045     hypothetical protein; K08288 protein kinase C substrate 80K-H 
mis:MICPUN_89053     hypothetical protein 
mis:MICPUN_89067     hypothetical protein 
mis:MICPUN_89073     hypothetical protein; K00013 histidinol dehydrogenase [EC:1.1.1.23] 
mis:MICPUN_89079     hypothetical protein 
mis:MICPUN_89094     hypothetical protein 
mis:MICPUN_89099     hypothetical protein 
mis:MICPUN_89111     hypothetical protein 
mis:MICPUN_89118     hypothetical protein; K12837 splicing factor U2AF 65 kDa subunit 
mis:MICPUN_89128     set domain protein 
mis:MICPUN_89134     hypothetical protein 
mis:MICPUN_89135     hypothetical protein 
mis:MICPUN_89151     hypothetical protein 
mis:MICPUN_89153     hypothetical protein 
mis:MICPUN_89158     hypothetical protein 
mis:MICPUN_89160     hypothetical protein; K00161 pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1] 
mis:MICPUN_89165     hypothetical protein; K02260 cytochrome c oxidase assembly protein subunit 17 
mis:MICPUN_89181     hypothetical protein; K01522 bis(5'-adenosyl)-triphosphatase [EC:3.6.1.29] 
mis:MICPUN_89195     hypothetical protein 
mis:MICPUN_89199     hypothetical protein; K08827 serine/threonine-protein kinase PRP4 [EC:2.7.11.1] 
mis:MICPUN_89231     Drug/Metabolite transporter superfamily; K15272 solute carrier family 35 (UDP-sugar transporter), me 
mis:MICPUN_89245     hypothetical protein 
mis:MICPUN_89260     Drug/Metabolite transporter superfamily; K15272 solute carrier family 35 (UDP-sugar transporter), me 
mis:MICPUN_89262     hypothetical protein 
mis:MICPUN_89270     RPS13; ribosomal protein S13, chloroplast precursor; K02952 small subunit ribosomal protein S13 
mis:MICPUN_89348     PHF5; component of splicing factor SF3B; K12834 PHD finger-like domain-containing protein 5A 
mis:MICPUN_89455     flagellar associated protein 
mis:MICPUN_89537     dehydroquinate dehydratase; K13832 3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1. 
mis:MICPUN_89545     DPE1; glycoside hydrolase family 77 protein; K00705 4-alpha-glucanotransferase [EC:2.4.1.25] 
mis:MICPUN_89550     hypothetical protein; K00763 nicotinate phosphoribosyltransferase [EC:6.3.4.21] 
mis:MICPUN_89585     hypothetical protein; K02958 small subunit ribosomal protein S15e 
mis:MICPUN_89596     hypothetical protein; K01869 leucyl-tRNA synthetase [EC:6.1.1.4] 
mis:MICPUN_89606     DUF667; duf667-containing protein 
mis:MICPUN_89639     mitochondrial protein translocase family; K11518 mitochondrial import receptor subunit TOM40 
mis:MICPUN_89673     H+-or Na+-translocating F-type, V-type and A-type ATPase superfamily; K02136 F-type H+-transporting  
mis:MICPUN_89687     hypothetical protein; K01858 myo-inositol-1-phosphate synthase [EC:5.5.1.4] 
mis:MICPUN_89746     hypothetical protein; K00773 queuine tRNA-ribosyltransferase [EC:2.4.2.29] 
mis:MICPUN_89788     carbohydrate-binding module family 48 protein; K07199 5'-AMP-activated protein kinase, regulatory be 
mis:MICPUN_89807     RPL11; ribosomal protein L11; K02868 large subunit ribosomal protein L11e 
mis:MICPUN_89813     NFYB; histone-like transcription factor 
mis:MICPUN_89851     ribosomal protein L3; K02925 large subunit ribosomal protein L3e 
mis:MICPUN_89886     hypothetical protein; K12845 U4/U6 small nuclear ribonucleoprotein SNU13 
mis:MICPUN_89912     hypothetical protein; K02973 small subunit ribosomal protein S23e 
mis:MICPUN_89940     presenilin ER Ca2+ leak channel family; K04505 presenilin 1 [EC:3.4.23.-] 
mis:MICPUN_89975     ribosomal protein L21 
mis:MICPUN_90010     hypothetical protein 
mis:MICPUN_90064     H+-or Na+-translocating F-type, V-type and A-type ATPase superfamily; K02155 V-type H+-transporting  
mis:MICPUN_90086     ras-related gtp-binding protein; K07874 Ras-related protein Rab-1A 
mis:MICPUN_90093     hypothetical protein; K06688 ubiquitin-conjugating enzyme E2 C [EC:6.3.2.19] 
mis:MICPUN_90096     hypothetical protein; K09493 T-complex protein 1 subunit alpha 
mis:MICPUN_90107     alanine aminotransferase; K00814 alanine transaminase [EC:2.6.1.2] 
mis:MICPUN_90125     hypothetical protein; K02991 small subunit ribosomal protein S6e 
mis:MICPUN_90135     LDHA; D-Lactate dehydrogenase 
mis:MICPUN_90144     hypothetical protein; K02891 large subunit ribosomal protein L22e 
mis:MICPUN_90146     hypothetical protein; K16298 serine carboxypeptidase-like clade IV [EC:3.4.16.-] 
mis:MICPUN_90156     hypothetical protein; K01687 dihydroxy-acid dehydratase [EC:4.2.1.9] 
mis:MICPUN_90161     hypothetical protein 
mis:MICPUN_90184     LHCP3; prasinophyte specific chlorophyll a/b-binding protein, chloroplast precursor 
mis:MICPUN_90229     hypothetical protein 
mis:MICPUN_90239     hypothetical protein 
mis:MICPUN_90249     hypothetical protein; K02947 small subunit ribosomal protein S10e 
mis:MICPUN_90278     Drug/Metabolite transporter superfamily; K15277 solute carrier family 35 (adenosine 3'-phospho 5'-ph 
mis:MICPUN_90282     hypothetical protein; K02358 elongation factor Tu 
mis:MICPUN_90289     caltractin; K16465 centrin-1 
mis:MICPUN_90296     hypothetical protein 
mis:MICPUN_90309     hypothetical protein; K03028 26S proteasome regulatory subunit N1 
mis:MICPUN_90319     bile Acid:Na+ symporter family; K03453 bile acid:Na+ symporter, BASS family 
mis:MICPUN_90342     hypothetical protein; K06630 14-3-3 protein epsilon 
mis:MICPUN_90394     LHCA3; chlorophyll a/b-binding protein, psi-associated, chloroplast precursor; K08909 light-harvesti 
mis:MICPUN_90425     hypothetical protein; K02989 small subunit ribosomal protein S5e 
mis:MICPUN_90428     hypothetical protein; K02977 small subunit ribosomal protein S27Ae 
mis:MICPUN_90454     hypothetical protein 
mis:MICPUN_90479     mitochondrial carrier family; K15109 solute carrier family 25 (mitochondrial carnitine/acylcarnitine 
mis:MICPUN_90531     hypothetical protein 
mis:MICPUN_90540     hypothetical protein 
mis:MICPUN_90556     hypothetical protein 
mis:MICPUN_90559     hypothetical protein; K04797 prefoldin alpha subunit 
mis:MICPUN_90596     PSAF; photosystem I subunit III, chloroplast precursor; K02694 photosystem I subunit III 
mis:MICPUN_90715     hypothetical protein 
mis:MICPUN_90731     PSAE; photosystem I reaction center subunit IV, chloroplast precursor; K02693 photosystem I subunit  
mis:MICPUN_90780     hypothetical protein; K02873 large subunit ribosomal protein L13e 
mis:MICPUN_90789     ras-related gtp-binding protein; K07901 Ras-related protein Rab-8A 
mis:MICPUN_90851     hypothetical protein; K02987 small subunit ribosomal protein S4e 
mis:MICPUN_90854     hypothetical protein 
mis:MICPUN_90856     hypothetical protein; K02981 small subunit ribosomal protein S2e 
mis:MICPUN_90882     Betaine/Carnitine/Choline transporter family 
mis:MICPUN_90898     hypothetical protein; K08681 5'-phosphate synthase pdxT subunit [EC:4.3.3.6] 
mis:MICPUN_90903     hypothetical protein 
mis:MICPUN_90920     Drug/Metabolite transporter superfamily 
mis:MICPUN_90942     ACTIN; hypothetical protein; K10355 actin, other eukaryote 
mis:MICPUN_90970     hypothetical protein; K02894 large subunit ribosomal protein L23e 
mis:MICPUN_90989     hypothetical protein 
mis:MICPUN_91006     transcription elongation-nucleosome displacement protein; K03120 transcription initiation factor TFI 
mis:MICPUN_91017     SNF2 super family; K11654 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin s 
mis:MICPUN_91031     hypothetical protein; K03975 membrane-associated protein 
mis:MICPUN_91047     TEF1.1; translation elongation factor EF-1alpha/Tu; K03231 elongation factor 1-alpha 
mis:MICPUN_91080     hypothetical protein 
mis:MICPUN_91087     hypothetical protein; K00012 UDPglucose 6-dehydrogenase [EC:1.1.1.22] 
mis:MICPUN_91099     hypothetical protein; K02980 small subunit ribosomal protein S29e 
mis:MICPUN_91112     TEF1.2; translation elongation factor EF-1alpha/Tu; K03231 elongation factor 1-alpha 
mis:MICPUN_91134     hypothetical protein; K08874 transformation/transcription domain-associated protein 
mis:MICPUN_91199     hypothetical protein; K02910 large subunit ribosomal protein L31e 
mis:MICPUN_91262     hypothetical protein 
mis:MICPUN_91267     hypothetical protein; K02898 large subunit ribosomal protein L26e 
mis:MICPUN_91276     hypothetical protein; K10808 ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1] 
mis:MICPUN_91307     SBPASE; Sedoheptulose-1,7-bisphosphatase (EC:3.1.3.37); K01100 sedoheptulose-bisphosphatase [EC:3.1. 
mis:MICPUN_91329     hypothetical protein 
mis:MICPUN_91438     SecY protein 
mis:MICPUN_91450     major facilitator superfamily 
mis:MICPUN_91456     hypothetical protein; K02912 large subunit ribosomal protein L32e 
mis:MICPUN_91459     hypothetical protein; K02985 small subunit ribosomal protein S3e 
mis:MICPUN_91476     hypothetical protein; K02893 large subunit ribosomal protein L23Ae 
mis:MICPUN_91519     hypothetical protein; K08902 photosystem II Psb27 protein 
mis:MICPUN_91523     mRNA decapping protein 2; K12613 mRNA-decapping enzyme subunit 2 [EC:3.6.1.62] 
mis:MICPUN_91574     hypothetical protein; K15027 translation initiation factor 2D 
mis:MICPUN_91602     hypothetical protein; K02896 large subunit ribosomal protein L24e 
mis:MICPUN_91621     hypothetical protein 
mis:MICPUN_91628     hypothetical protein; K10960 geranylgeranyl reductase [EC:1.3.1.83] 
mis:MICPUN_91669     mitochondrial carrier family; K15104 solute carrier family 25 (mitochondrial oxoglutarate transporte 
mis:MICPUN_91691     hypothetical protein 
mis:MICPUN_91707     hypothetical protein; K04354 serine/threonine-protein phosphatase 2A regulatory subunit B 
mis:MICPUN_91735     hypothetical protein; K00939 adenylate kinase [EC:2.7.4.3] 
mis:MICPUN_91758     superoxide dismutase; K04565 superoxide dismutase, Cu-Zn family [EC:1.15.1.1] 
mis:MICPUN_91773     hypothetical protein; K01412 mitochondrial-processing peptidase subunit alpha [EC:3.4.24.64] 
mis:MICPUN_91774     hypothetical protein 
mis:MICPUN_91802     hypothetical protein; K02735 20S proteasome subunit beta 3 [EC:3.4.25.1] 
mis:MICPUN_91839     hypothetical protein; K12891 splicing factor, arginine/serine-rich 2 
mis:MICPUN_91845     hypothetical protein; K02993 small subunit ribosomal protein S7e 
mis:MICPUN_91929     hypothetical protein; K00383 glutathione reductase (NADPH) [EC:1.8.1.7] 
mis:MICPUN_91960     hypothetical protein 
mis:MICPUN_91968     hypothetical protein; K08738 cytochrome c 
mis:MICPUN_92004     hypothetical protein; K03671 thioredoxin 1 
mis:MICPUN_92037     hypothetical protein; K02974 small subunit ribosomal protein S24e 
mis:MICPUN_92039     hypothetical protein; K02933 large subunit ribosomal protein L6 
mis:MICPUN_92105     hypothetical protein 
mis:MICPUN_92108     quinol-to-oxygen oxidoreductase 
mis:MICPUN_92116     iron-sulfur cluster 
mis:MICPUN_92132     hypothetical protein; K13348 protein Mpv17 
mis:MICPUN_92159     hypothetical protein; K00940 nucleoside-diphosphate kinase [EC:2.7.4.6] 
mis:MICPUN_92170     hypothetical protein; K14007 protein transport protein SEC24 
mis:MICPUN_92195     hypothetical protein; K17616 CTD small phosphatase-like protein 2 [EC:3.1.3.-] 
mis:MICPUN_92203     histone ubiquitination protein; K10573 ubiquitin-conjugating enzyme E2 A [EC:6.3.2.19] 
mis:MICPUN_92232     hypothetical protein; K17732 mitochondrial-processing peptidase subunit beta [EC:3.4.24.64] 
mis:MICPUN_92259     hypothetical protein; K08956 AFG3 family protein [EC:3.4.24.-] 
mis:MICPUN_92263     hypothetical protein 
mis:MICPUN_92304     hypothetical protein; K02867 large subunit ribosomal protein L11 
mis:MICPUN_92311     hypothetical protein; K03696 ATP-dependent Clp protease ATP-binding subunit ClpC 
mis:MICPUN_92317     PSBO; photosystem II manganese-stabilizing polypeptide; K02716 photosystem II oxygen-evolving enhanc 
mis:MICPUN_92321     hypothetical protein; K02941 large subunit ribosomal protein LP0 
mis:MICPUN_92337     hypothetical protein; K01892 histidyl-tRNA synthetase [EC:6.1.1.21] 
mis:MICPUN_92347     hypothetical protein; K04554 ubiquitin-conjugating enzyme E2 J2 [EC:6.3.2.19] 
mis:MICPUN_92378     TUA1; alpha tubulin 1; K07374 tubulin alpha 
mis:MICPUN_92401     hypothetical protein; K05543 tRNA-dihydrouridine synthase 2 [EC:1.3.1.91] 
mis:MICPUN_92406     hypothetical protein; K17080 prohibitin 1 
mis:MICPUN_92425     hypothetical protein 
mis:MICPUN_92498     LHCB4; chlorophyll a/b-binding protein CP29, chloroplast precursor; K08915 light-harvesting complex  
mis:MICPUN_92573     hypothetical protein; K01805 xylose isomerase [EC:5.3.1.5] 
mis:MICPUN_92581     hypothetical protein 
mis:MICPUN_92603     hypothetical protein; K02988 small subunit ribosomal protein S5 
mis:MICPUN_92616     RPL37AE; ribosomal protein L37ae; K02921 large subunit ribosomal protein L37Ae 
mis:MICPUN_92645     hypothetical protein 
mis:MICPUN_92683     hypothetical protein 
mis:MICPUN_92688     carbon nitrogen hydrolase/NAD synthase; K01950 NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1] 
mis:MICPUN_92703     hypothetical protein; K05609 ubiquitin carboxyl-terminal hydrolase L3 [EC:3.4.19.12] 
