
GenomeNet icon	
LinkDB Search


Mode: Single Entry to Database
From: KEGG GENOME T01029
To: KEGG GENES
Hits: 7603 from 1 database
ID                   Definition
olu:OSTLU_88029      hypothetical protein 
olu:OSTLU_88041      TPR1; TPR-repeat containing protein 
olu:OSTLU_88051      hypothetical protein 
olu:OSTLU_88056      hypothetical protein 
olu:OSTLU_88061      hypothetical protein 
olu:OSTLU_88065      hypothetical protein; K00511 squalene monooxygenase [EC:1.14.13.132] 
olu:OSTLU_88075      hypothetical protein; K06916 
olu:OSTLU_88091      hypothetical protein 
olu:OSTLU_88171      hypothetical protein; K07933 Rab-like protein 3 
olu:OSTLU_88172      hypothetical protein 
olu:OSTLU_88180      TAB2; psaB translation factor 
olu:OSTLU_88181      hypothetical protein; K05289 glycosylphosphatidylinositol transamidase 
olu:OSTLU_88189      hypothetical protein 
olu:OSTLU_88195      hypothetical protein 
olu:OSTLU_88199      hypothetical protein 
olu:OSTLU_88208      hypothetical protein 
olu:OSTLU_8821       hypothetical protein 
olu:OSTLU_88222      hypothetical protein 
olu:OSTLU_88233      hypothetical protein; K00939 adenylate kinase [EC:2.7.4.3] 
olu:OSTLU_88245      CBL1; cystathione beta lyase; K01760 cystathionine beta-lyase [EC:4.4.1.8] 
olu:OSTLU_88251      MC family transporter; K15121 solute carrier family 25, member 44 
olu:OSTLU_8826       hypothetical protein 
olu:OSTLU_88260      hypothetical protein 
olu:OSTLU_8830       hypothetical protein; K13107 RNA-binding motif protein, X-linked 2 
olu:OSTLU_88308      hypothetical protein 
olu:OSTLU_88314      hypothetical protein 
olu:OSTLU_88325      FBP11-2; peptidyl-prolyl cis-trans isomerase, FKBP-type 
olu:OSTLU_88383      hypothetical protein; K06126 ubiquinone biosynthesis monooxygenase Coq6 [EC:1.14.13.-] 
olu:OSTLU_88387      F-ATPase family transporter: protons (vacuolar); K02147 V-type H+-transporting ATPase subunit B [EC: 
olu:OSTLU_88403      hypothetical protein 
olu:OSTLU_88419      hypothetical protein; K17985 activating molecule in BECN1-regulated autophagy protein 1 
olu:OSTLU_88422      ABC(ABCG) family transporter: White protein-like protein (ABCG) 
olu:OSTLU_88434      hypothetical protein; K03596 GTP-binding protein LepA 
olu:OSTLU_8844       hypothetical protein; K10573 ubiquitin-conjugating enzyme E2 A [EC:6.3.2.19] 
olu:OSTLU_8845       hypothetical protein 
olu:OSTLU_88475      hypothetical protein; K12617 DNA topoisomerase 2-associated protein PAT1 
olu:OSTLU_88476      hypothetical protein 
olu:OSTLU_88482      hypothetical protein; K06632 wee1-like protein kinase [EC:2.7.11.1] 
olu:OSTLU_88512      PPI family transporter: peroxisomal targeting signal type 2 receptor (PEX7); K13341 peroxin-7 
olu:OSTLU_88532      hypothetical protein 
olu:OSTLU_88539      hypothetical protein; K03007 DNA-directed RNA polymerases I, II, and III subunit RPABC5 
olu:OSTLU_88555      hypothetical protein; K10770 alkylated DNA repair protein alkB homolog 8 [EC:1.14.11.- 2.1.1.229] 
olu:OSTLU_8856       hypothetical protein 
olu:OSTLU_88568      VIC family transporter: potassium ion channel subfamily H 
olu:OSTLU_88576      lhcq-like; chlorophyll a/b binding, possibly photosystem II light harvesting complex; K14172 light-h 
olu:OSTLU_88591      hypothetical protein 
olu:OSTLU_88595      SDG3527; hypothetical protein 
olu:OSTLU_88612      hypothetical protein 
olu:OSTLU_88630      hypothetical protein; K01893 asparaginyl-tRNA synthetase [EC:6.1.1.22] 
olu:OSTLU_88641      hypothetical protein 
olu:OSTLU_88642      hypothetical protein 
olu:OSTLU_88658      hypothetical protein; K01876 aspartyl-tRNA synthetase [EC:6.1.1.12] 
olu:OSTLU_88668      F-ATPase family transporter: protons (vacuolar); K02149 V-type H+-transporting ATPase subunit D [EC: 
olu:OSTLU_88671      hypothetical protein 
olu:OSTLU_88673      hypothetical protein; K14819 dual specificity phosphatase 12 [EC:3.1.3.16 3.1.3.48] 
olu:OSTLU_88679      hypothetical protein 
olu:OSTLU_88691      hypothetical protein 
olu:OSTLU_88696      hypothetical protein; K01892 histidyl-tRNA synthetase [EC:6.1.1.21] 
olu:OSTLU_88710      hypothetical protein 
olu:OSTLU_88734      hypothetical protein; K03707 thiaminase (transcriptional activator TenA) [EC:3.5.99.2] 
olu:OSTLU_88774      MC family transporter: succinate/fumarate; K15118 solute carrier family 25, member 38 
olu:OSTLU_88775      hypothetical protein 
olu:OSTLU_88811      hypothetical protein 
olu:OSTLU_88822      hypothetical protein; K14007 protein transport protein SEC24 
olu:OSTLU_88828      hypothetical protein 
olu:OSTLU_88830      hypothetical protein 
olu:OSTLU_88841      hypothetical protein 
olu:OSTLU_88845      hypothetical protein 
olu:OSTLU_88846      hypothetical protein; K03238 translation initiation factor 2 subunit 2 
olu:OSTLU_8888       hypothetical protein; K00621 glucosamine-phosphate N-acetyltransferase [EC:2.3.1.4] 
olu:OSTLU_88888      hypothetical protein 
olu:OSTLU_88889      hypothetical protein 
olu:OSTLU_88895      hypothetical protein; K07735 putative transcriptional regulator 
olu:OSTLU_88913      hypothetical protein 
olu:OSTLU_88914      DMT family transporter; K15289 solute carrier family 35, member F5 
olu:OSTLU_88925      hypothetical protein 
olu:OSTLU_88941      hypothetical protein 
olu:OSTLU_88951      hypothetical protein; K08244 alpha-glucan, water dikinase [EC:2.7.9.4] 
olu:OSTLU_88968      hypothetical protein 
olu:OSTLU_8897       hypothetical protein 
olu:OSTLU_88990      hypothetical protein 
olu:OSTLU_89011      MC family transporter 
olu:OSTLU_89032      hypothetical protein 
olu:OSTLU_89070      hypothetical protein; K09848 TNF receptor-associated factor 4 
olu:OSTLU_89073      hypothetical protein; K03235 elongation factor 3 
olu:OSTLU_89076      hypothetical protein; K14788 ribosome biogenesis protein ENP2 
olu:OSTLU_89077      hypothetical protein 
olu:OSTLU_89082      hypothetical protein 
olu:OSTLU_89084      hypothetical protein 
olu:OSTLU_89085      hypothetical protein 
olu:OSTLU_8911       hypothetical protein 
olu:OSTLU_89136      hypothetical protein 
olu:OSTLU_89176      hypothetical protein; K00648 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180] 
olu:OSTLU_89178      hypothetical protein 
olu:OSTLU_89194      hypothetical protein 
olu:OSTLU_89200      hypothetical protein; K06184 ATP-binding cassette, subfamily F, member 1 
olu:OSTLU_89208      hypothetical protein; K14782 protein AATF/BFR2 
olu:OSTLU_89214      hypothetical protein 
olu:OSTLU_8924       hypothetical protein; K06540 disintegrin and metalloproteinase domain-containing protein 8 [EC:3.4.2 
olu:OSTLU_89243      hypothetical protein 
olu:OSTLU_89244      hypothetical protein; K14857 AdoMet-dependent rRNA methyltransferase SPB1 [EC:2.1.1.-] 
olu:OSTLU_89248      hypothetical protein; K15849 bifunctional aspartate aminotransferase and glutamate/aspartate-prephen 
olu:OSTLU_8926       hypothetical protein 
olu:OSTLU_89274      hypothetical protein 
olu:OSTLU_89287      hypothetical protein 
olu:OSTLU_89290      hypothetical protein 
olu:OSTLU_89292      PSBP4; lumenal PsbP-like protein 
olu:OSTLU_89316      ZIP family transporter: zinc ion 
olu:OSTLU_89323      hypothetical protein 
olu:OSTLU_89332      hypothetical protein; K03424 TatD DNase family protein [EC:3.1.21.-] 
olu:OSTLU_89355      hypothetical protein 
olu:OSTLU_89365      hypothetical protein 
olu:OSTLU_89366      CHR family transporter: chromate ion; K07240 chromate transporter 
olu:OSTLU_8942       hypothetical protein; K00794 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78] 
olu:OSTLU_89424      hypothetical protein 
olu:OSTLU_89433      hypothetical protein; K11373 elongator complex protein 1 
olu:OSTLU_8944       hypothetical protein; K02639 ferredoxin 
olu:OSTLU_89440      hypothetical protein 
olu:OSTLU_89444      hypothetical protein 
olu:OSTLU_89451      hypothetical protein 
olu:OSTLU_89455      hypothetical protein; K07579 putative methylase 
olu:OSTLU_89465      hypothetical protein 
olu:OSTLU_8948       hypothetical protein 
olu:OSTLU_89498      hypothetical protein 
olu:OSTLU_89512      hypothetical protein 
olu:OSTLU_89517      hypothetical protein 
olu:OSTLU_89537      hypothetical protein 
olu:OSTLU_89546      hypothetical protein 
olu:OSTLU_89558      hypothetical protein; K00510 heme oxygenase [EC:1.14.99.3] 
olu:OSTLU_89572      hypothetical protein; K01602 ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39] 
olu:OSTLU_8959       hypothetical protein 
olu:OSTLU_89603      hypothetical protein 
olu:OSTLU_89612      hypothetical protein 
olu:OSTLU_89617      hypothetical protein 
olu:OSTLU_89632      hypothetical protein 
olu:OSTLU_89668      hypothetical protein 
olu:OSTLU_89674      hypothetical protein 
olu:OSTLU_89680      TPR2a; TRP-containing protein 
olu:OSTLU_89681      hypothetical protein; K01652 acetolactate synthase I/II/III large subunit [EC:2.2.1.6] 
olu:OSTLU_89708      hypothetical protein; K12812 ATP-dependent RNA helicase UAP56/SUB2 [EC:3.6.4.13] 
olu:OSTLU_89710      hypothetical protein 
olu:OSTLU_89715      hypothetical protein 
olu:OSTLU_89717      hypothetical protein 
olu:OSTLU_89724      hypothetical protein 
olu:OSTLU_89730      SDG3522; hypothetical protein; K05302 SET domain-containing protein 6 
olu:OSTLU_89738      hypothetical protein 
olu:OSTLU_89745      hypothetical protein 
olu:OSTLU_8975       hypothetical protein; K03627 putative transcription factor 
olu:OSTLU_89815      ClpY_21; ClpYQ (HslUV)-type protease, ATP-dependent subunit ClpY (HslU); K03667 ATP-dependent HslUV  
olu:OSTLU_89833      MC family transporter 
olu:OSTLU_89854      hypothetical protein 
olu:OSTLU_89876      hypothetical protein 
olu:OSTLU_89884      hypothetical protein; K03236 translation initiation factor 1A 
olu:OSTLU_89893      hypothetical protein 
olu:OSTLU_8994       hypothetical protein 
olu:OSTLU_8999       hypothetical protein 
olu:OSTLU_9005       hypothetical protein 
olu:OSTLU_9011       hypothetical protein 
olu:OSTLU_9013       hypothetical protein; K15746 beta-carotene 3-hydroxylase [EC:1.14.13.129] 
olu:OSTLU_9028       hypothetical protein; K03134 transcription initiation factor TFIID subunit 10 
olu:OSTLU_9032       hypothetical protein 
olu:OSTLU_9043       hypothetical protein 
olu:OSTLU_9049       hypothetical protein 
olu:OSTLU_9067       hypothetical protein 
olu:OSTLU_9083       hypothetical protein; K00391 [EC:1.8.4.-] 
olu:OSTLU_9084       hypothetical protein; K17362 acyl-coenzyme A thioesterase 13 [EC:3.1.2.-] 
olu:OSTLU_9086       hypothetical protein 
olu:OSTLU_9089       psaH; psaH, PSI-H, subunit VI, photosystem I polypeptide 
olu:OSTLU_9092       hypothetical protein 
olu:OSTLU_9095       hypothetical protein 
olu:OSTLU_9098       hypothetical protein 
olu:OSTLU_9112       hypothetical protein 
olu:OSTLU_9118       hypothetical protein; K10773 endonuclease III [EC:4.2.99.18] 
olu:OSTLU_9119       hypothetical protein 
olu:OSTLU_9147       hypothetical protein 
olu:OSTLU_9151       hypothetical protein 
olu:OSTLU_9160       PRPS13; Plastid ribosomal protein S13 small ribosomal subunit; K02952 small subunit ribosomal protei 
olu:OSTLU_9161       hypothetical protein; K03104 signal recognition particle subunit SRP14 
olu:OSTLU_9165       hypothetical protein 
olu:OSTLU_917        hypothetical protein; K03657 DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12] 
olu:OSTLU_9177       hypothetical protein 
olu:OSTLU_9185       hypothetical protein 
olu:OSTLU_9190       hypothetical protein 
olu:OSTLU_9194       hypothetical protein 
olu:OSTLU_9203       hypothetical protein; K11088 small nuclear ribonucleoprotein D3 
olu:OSTLU_92053      hypothetical protein 
olu:OSTLU_92055      MC family transporter: carnitine/acylcarnitine 
olu:OSTLU_92056      hypothetical protein 
olu:OSTLU_92059      hypothetical protein 
olu:OSTLU_92060      hypothetical protein 
olu:OSTLU_92061      hypothetical protein 
olu:OSTLU_92062      hypothetical protein 
olu:OSTLU_92063      hypothetical protein 
olu:OSTLU_92070      hypothetical protein 
olu:OSTLU_92071      hypothetical protein 
olu:OSTLU_92072      hypothetical protein 
olu:OSTLU_92073      hypothetical protein; K13176 THO complex subunit 7 
olu:OSTLU_92077      hypothetical protein 
olu:OSTLU_9208       hypothetical protein 
olu:OSTLU_92084      MC family transporter 
olu:OSTLU_92087      hypothetical protein 
olu:OSTLU_92090      hypothetical protein 
olu:OSTLU_92092      hypothetical protein 
olu:OSTLU_92098      hypothetical protein 
olu:OSTLU_9210       hypothetical protein; K03950 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 6 
olu:OSTLU_92112      hypothetical protein 
olu:OSTLU_92118      hypothetical protein 
olu:OSTLU_92127      hypothetical protein 
olu:OSTLU_92132      hypothetical protein 
olu:OSTLU_92141      hypothetical protein 
olu:OSTLU_92142      hypothetical protein 
olu:OSTLU_92148      hypothetical protein 
olu:OSTLU_92149      hypothetical protein 
olu:OSTLU_92151      hypothetical protein 
olu:OSTLU_92152      hypothetical protein; K17434 large subunit ribosomal protein L53, mitochondrial 
olu:OSTLU_92160      hypothetical protein 
olu:OSTLU_92166      hypothetical protein 
olu:OSTLU_92168      hypothetical protein 
olu:OSTLU_92169      hypothetical protein 
olu:OSTLU_92172      hypothetical protein 
olu:OSTLU_92174      hypothetical protein 
olu:OSTLU_92178      hypothetical protein 
olu:OSTLU_9218       hypothetical protein 
olu:OSTLU_92186      hypothetical protein 
olu:OSTLU_92192      hypothetical protein 
olu:OSTLU_92198      hypothetical protein 
olu:OSTLU_92201      hypothetical protein 
olu:OSTLU_92206      hypothetical protein 
olu:OSTLU_92211      hypothetical protein; K17424 large subunit ribosomal protein L43, mitochondrial 
olu:OSTLU_92214      hypothetical protein 
olu:OSTLU_92219      hypothetical protein 
olu:OSTLU_92220      hypothetical protein 
olu:OSTLU_92228      hypothetical protein 
olu:OSTLU_92231      hypothetical protein 
olu:OSTLU_92236      hypothetical protein; K01097 N-acylneuraminate-9-phosphatase [EC:3.1.3.29] 
olu:OSTLU_92240      hypothetical protein 
olu:OSTLU_92243      hypothetical protein 
olu:OSTLU_92245      hypothetical protein 
olu:OSTLU_92247      hypothetical protein 
olu:OSTLU_92249      hypothetical protein 
olu:OSTLU_92250      hypothetical protein 
olu:OSTLU_9226       hypothetical protein 
olu:OSTLU_92266      hypothetical protein 
olu:OSTLU_92270      hypothetical protein 
olu:OSTLU_92271      hypothetical protein 
olu:OSTLU_92283      hypothetical protein 
olu:OSTLU_92288      hypothetical protein 
olu:OSTLU_92289      hypothetical protein 
olu:OSTLU_92290      hypothetical protein 
olu:OSTLU_92291      hypothetical protein; K07542 phosphatidylinositol glycan, class V [EC:2.4.1.-] 
olu:OSTLU_92293      hypothetical protein 
olu:OSTLU_92311      hypothetical protein 
olu:OSTLU_92319      hypothetical protein 
olu:OSTLU_92327      hypothetical protein 
olu:OSTLU_92328      hypothetical protein 
olu:OSTLU_9233       hypothetical protein 
olu:OSTLU_92330      hypothetical protein 
olu:OSTLU_92336      hypothetical protein 
olu:OSTLU_92340      hypothetical protein 
olu:OSTLU_92343      hypothetical protein 
olu:OSTLU_92350      hypothetical protein 
olu:OSTLU_9236       hypothetical protein; K17428 large subunit ribosomal protein L47, mitochondrial 
olu:OSTLU_92362      hypothetical protein 
olu:OSTLU_92366      hypothetical protein 
olu:OSTLU_9237       hypothetical protein 
olu:OSTLU_92370      hypothetical protein 
olu:OSTLU_92375      hypothetical protein 
olu:OSTLU_92376      hypothetical protein 
olu:OSTLU_9238       hypothetical protein 
olu:OSTLU_92381      hypothetical protein 
olu:OSTLU_92386      hypothetical protein 
olu:OSTLU_92390      hypothetical protein 
olu:OSTLU_92393      hypothetical protein 
olu:OSTLU_92397      hypothetical protein 
olu:OSTLU_92399      hypothetical protein 
olu:OSTLU_92401      hypothetical protein 
olu:OSTLU_92414      hypothetical protein 
olu:OSTLU_92415      hypothetical protein 
olu:OSTLU_92416      hypothetical protein 
olu:OSTLU_92429      hypothetical protein 
olu:OSTLU_92430      hypothetical protein; K09008 hypothetical protein 
olu:OSTLU_92436      hypothetical protein 
olu:OSTLU_92438      hypothetical protein 
olu:OSTLU_92442      hypothetical protein 
olu:OSTLU_92448      hypothetical protein 
olu:OSTLU_92450      hypothetical protein 
olu:OSTLU_92452      hypothetical protein 
olu:OSTLU_92454      hypothetical protein 
olu:OSTLU_92456      hypothetical protein 
olu:OSTLU_92457      hypothetical protein 
olu:OSTLU_92463      hypothetical protein 
olu:OSTLU_92473      hypothetical protein 
olu:OSTLU_92477      hypothetical protein 
olu:OSTLU_92478      hypothetical protein 
olu:OSTLU_92495      hypothetical protein 
olu:OSTLU_92497      hypothetical protein 
olu:OSTLU_92531      hypothetical protein 
olu:OSTLU_92534      hypothetical protein; K08991 crossover junction endonuclease MUS81 [EC:3.1.22.-] 
olu:OSTLU_92541      hypothetical protein 
olu:OSTLU_92546      hypothetical protein 
olu:OSTLU_92549      hypothetical protein 
olu:OSTLU_92557      hypothetical protein 
olu:OSTLU_9256       hypothetical protein 
olu:OSTLU_92560      hypothetical protein 
olu:OSTLU_92568      hypothetical protein 
olu:OSTLU_92570      hypothetical protein 
olu:OSTLU_92571      hypothetical protein 
olu:OSTLU_92580      hypothetical protein 
olu:OSTLU_92586      hypothetical protein 
olu:OSTLU_92599      hypothetical protein; K11600 exosome complex component RRP41 
olu:OSTLU_92602      hypothetical protein 
olu:OSTLU_92611      hypothetical protein 
olu:OSTLU_92613      hypothetical protein 
olu:OSTLU_92615      hypothetical protein 
olu:OSTLU_92619      hypothetical protein 
olu:OSTLU_92621      hypothetical protein 
olu:OSTLU_92622      hypothetical protein 
olu:OSTLU_92624      hypothetical protein 
olu:OSTLU_92625      hypothetical protein 
olu:OSTLU_92626      hypothetical protein 
olu:OSTLU_9263       hypothetical protein 
olu:OSTLU_92634      hypothetical protein 
olu:OSTLU_92637      hypothetical protein 
olu:OSTLU_9264       hypothetical protein 
olu:OSTLU_92648      hypothetical protein 
olu:OSTLU_92649      hypothetical protein 
olu:OSTLU_92650      hypothetical protein 
olu:OSTLU_92651      hypothetical protein 
olu:OSTLU_92656      hypothetical protein; K14839 nucleolar protein 16 
olu:OSTLU_9266       hypothetical protein 
olu:OSTLU_92660      hypothetical protein; K14773 U3 small nucleolar RNA-associated protein 23 
olu:OSTLU_92667      hypothetical protein; K11294 nucleolin 
olu:OSTLU_92669      hypothetical protein; K10904 TIMELESS-interacting protein 
olu:OSTLU_92674      hypothetical protein 
olu:OSTLU_92679      hypothetical protein 
olu:OSTLU_92682      hypothetical protein 
olu:OSTLU_92691      hypothetical protein 
olu:OSTLU_92692      hypothetical protein 
olu:OSTLU_92699      hypothetical protein 
olu:OSTLU_92705      hypothetical protein 
olu:OSTLU_92707      hypothetical protein 
olu:OSTLU_92711      hypothetical protein 
olu:OSTLU_92714      hypothetical protein 
olu:OSTLU_92717      hypothetical protein 
olu:OSTLU_92718      hypothetical protein 
olu:OSTLU_92721      hypothetical protein 
olu:OSTLU_92723      hypothetical protein 
olu:OSTLU_92726      hypothetical protein 
olu:OSTLU_92729      hypothetical protein 
olu:OSTLU_92731      hypothetical protein 
olu:OSTLU_92734      hypothetical protein 
olu:OSTLU_92735      hypothetical protein 
olu:OSTLU_92737      hypothetical protein 
olu:OSTLU_92745      hypothetical protein 
olu:OSTLU_92749      hypothetical protein 
olu:OSTLU_92750      hypothetical protein 
olu:OSTLU_92754      hypothetical protein 
olu:OSTLU_92755      hypothetical protein 
olu:OSTLU_92756      hypothetical protein 
olu:OSTLU_9276       hypothetical protein; K13628 iron-sulfur cluster assembly protein 
olu:OSTLU_92764      hypothetical protein 
olu:OSTLU_92770      hypothetical protein 
olu:OSTLU_92775      hypothetical protein 
olu:OSTLU_92778      hypothetical protein 
olu:OSTLU_92786      hypothetical protein 
olu:OSTLU_9279       hypothetical protein 
olu:OSTLU_92796      hypothetical protein 
olu:OSTLU_92797      hypothetical protein 
olu:OSTLU_92801      hypothetical protein 
olu:OSTLU_92802      hypothetical protein 
olu:OSTLU_92803      hypothetical protein 
olu:OSTLU_92808      hypothetical protein 
olu:OSTLU_92810      hypothetical protein 
olu:OSTLU_92812      hypothetical protein 
olu:OSTLU_92816      hypothetical protein 
olu:OSTLU_92819      hypothetical protein 
olu:OSTLU_92821      hypothetical protein 
olu:OSTLU_92826      hypothetical protein 
olu:OSTLU_92828      hypothetical protein 
olu:OSTLU_92837      hypothetical protein 
olu:OSTLU_92844      hypothetical protein 
olu:OSTLU_92854      SDG3513; hypothetical protein; K11426 SET and MYND domain-containing protein 
olu:OSTLU_92856      hypothetical protein 
olu:OSTLU_92857      hypothetical protein 
olu:OSTLU_92858      hypothetical protein 
olu:OSTLU_92863      hypothetical protein; K07052 
olu:OSTLU_92865      hypothetical protein; K10582 ubiquitin-conjugating enzyme E2 Q [EC:6.3.2.19] 
olu:OSTLU_92876      hypothetical protein 
olu:OSTLU_92878      hypothetical protein 
olu:OSTLU_92885      hypothetical protein 
olu:OSTLU_92888      hypothetical protein 
olu:OSTLU_92889      hypothetical protein 
olu:OSTLU_92891      hypothetical protein 
olu:OSTLU_92894      hypothetical protein 
olu:OSTLU_92899      hypothetical protein 
olu:OSTLU_92900      hypothetical protein 
olu:OSTLU_92908      hypothetical protein 
olu:OSTLU_92909      hypothetical protein 
olu:OSTLU_92911      hypothetical protein 
olu:OSTLU_92913      hypothetical protein 
olu:OSTLU_92915      hypothetical protein 
olu:OSTLU_92919      hypothetical protein 
olu:OSTLU_92920      hypothetical protein 
olu:OSTLU_92925      hypothetical protein 
olu:OSTLU_92928      hypothetical protein 
olu:OSTLU_92929      hypothetical protein 
olu:OSTLU_92946      hypothetical protein 
olu:OSTLU_92947      hypothetical protein 
olu:OSTLU_92948      hypothetical protein; K11876 proteasome assembly chaperone 2 
olu:OSTLU_92960      hypothetical protein 
olu:OSTLU_92965      hypothetical protein 
olu:OSTLU_92966      hypothetical protein 
olu:OSTLU_92973      hypothetical protein 
olu:OSTLU_92976      hypothetical protein 
olu:OSTLU_92980      hypothetical protein 
olu:OSTLU_92983      hypothetical protein; K01166 ribonuclease T2 [EC:3.1.27.1] 
olu:OSTLU_92987      hypothetical protein 
olu:OSTLU_92989      hypothetical protein; K10272 F-box and leucine-rich repeat protein 6 
olu:OSTLU_92993      hypothetical protein 
olu:OSTLU_92995      hypothetical protein; K15323 tRNA-splicing endonuclease subunit Sen34 [EC:3.1.27.9] 
olu:OSTLU_92996      hypothetical protein 
olu:OSTLU_92998      hypothetical protein 
olu:OSTLU_93000      hypothetical protein 
olu:OSTLU_93003      hypothetical protein 
olu:OSTLU_93004      hypothetical protein 
olu:OSTLU_93006      hypothetical protein 
olu:OSTLU_93007      hypothetical protein; K15181 negative elongation factor C/D 
olu:OSTLU_93008      hypothetical protein 
olu:OSTLU_9302       hypothetical protein 
olu:OSTLU_93021      hypothetical protein 
olu:OSTLU_93022      hypothetical protein 
olu:OSTLU_93023      hypothetical protein 
olu:OSTLU_93026      hypothetical protein 
olu:OSTLU_93031      hypothetical protein 
olu:OSTLU_93033      hypothetical protein 
olu:OSTLU_93034      hypothetical protein 
olu:OSTLU_93035      hypothetical protein 
olu:OSTLU_93036      hypothetical protein 
olu:OSTLU_93044      hypothetical protein 
olu:OSTLU_93050      hypothetical protein; K02138 F-type H+-transporting ATPase subunit d [EC:3.6.3.14] 
olu:OSTLU_93051      AEC family transporter: auxin efflux; K07088 
olu:OSTLU_93054      hypothetical protein 
olu:OSTLU_93057      hypothetical protein 
olu:OSTLU_93058      BRD3501; hypothetical protein; K11757 protein polybromo-1 
olu:OSTLU_93059      hypothetical protein 
olu:OSTLU_93062      hypothetical protein 
olu:OSTLU_93065      hypothetical protein; K13118 protein DGCR14 
olu:OSTLU_9307       hypothetical protein 
olu:OSTLU_93071      hypothetical protein 
olu:OSTLU_93074      hypothetical protein 
olu:OSTLU_93077      hypothetical protein 
olu:OSTLU_93082      hypothetical protein 
olu:OSTLU_93096      hypothetical protein 
olu:OSTLU_93102      hypothetical protein 
olu:OSTLU_93105      hypothetical protein 
olu:OSTLU_9311       hypothetical protein 
olu:OSTLU_93111      hypothetical protein 
olu:OSTLU_93136      hypothetical protein 
olu:OSTLU_93143      hypothetical protein 
olu:OSTLU_93146      hypothetical protein 
olu:OSTLU_9315       hypothetical protein 
olu:OSTLU_93150      hypothetical protein 
olu:OSTLU_93153      hypothetical protein; K14546 U3 small nucleolar RNA-associated protein 5 
olu:OSTLU_93155      hypothetical protein 
olu:OSTLU_93156      hypothetical protein 
olu:OSTLU_93161      hypothetical protein 
olu:OSTLU_93163      hypothetical protein, no bromo domain 
olu:OSTLU_93172      hypothetical protein 
olu:OSTLU_93174      hypothetical protein 
olu:OSTLU_9318       RPL14; Ribosomal protein L14, component of cytosolic 80S ribosome and 60S large subunit; K02875 larg 
olu:OSTLU_93180      hypothetical protein 
olu:OSTLU_93186      hypothetical protein 
olu:OSTLU_93190      hypothetical protein; K03012 DNA-directed RNA polymerase II subunit RPB4 
olu:OSTLU_93196      hypothetical protein 
olu:OSTLU_93203      hypothetical protein 
olu:OSTLU_93205      hypothetical protein; K00434 L-ascorbate peroxidase [EC:1.11.1.11] 
olu:OSTLU_93214      hypothetical protein 
olu:OSTLU_93229      hypothetical protein 
olu:OSTLU_9323       hypothetical protein 
olu:OSTLU_93237      hypothetical protein 
olu:OSTLU_93238      hypothetical protein 
olu:OSTLU_93240      hypothetical protein 
olu:OSTLU_93242      hypothetical protein 
olu:OSTLU_93247      hypothetical protein; K03861 phosphatidylinositol glycan, class P 
olu:OSTLU_93251      hypothetical protein 
olu:OSTLU_93252      hypothetical protein 
olu:OSTLU_93255      hypothetical protein 
olu:OSTLU_93261      hypothetical protein 
olu:OSTLU_93272      hypothetical protein 
olu:OSTLU_93278      hypothetical protein 
olu:OSTLU_93284      hypothetical protein 
olu:OSTLU_93288      hypothetical protein 
olu:OSTLU_93289      hypothetical protein 
olu:OSTLU_93291      hypothetical protein 
olu:OSTLU_93295      hypothetical protein 
olu:OSTLU_93298      Oxa1 family transporter: inner membrane ALBINO3 chloroplast 
olu:OSTLU_93299      hypothetical protein 
olu:OSTLU_9330       hypothetical protein 
olu:OSTLU_93311      hypothetical protein 
olu:OSTLU_93319      hypothetical protein 
olu:OSTLU_93320      hypothetical protein 
olu:OSTLU_93322      hypothetical protein 
olu:OSTLU_93331      hypothetical protein 
olu:OSTLU_93333      hypothetical protein; K03859 phosphatidylinositol glycan, class C 
olu:OSTLU_93334      hypothetical protein 
olu:OSTLU_93338      hypothetical protein 
olu:OSTLU_93339      hypothetical protein 
olu:OSTLU_93344      hypothetical protein 
olu:OSTLU_93346      hypothetical protein 
olu:OSTLU_93353      ICln family transporter: chloride ion current inducer protein I(Cln); K05019 chloride channel, nucle 
olu:OSTLU_93360      hypothetical protein 
olu:OSTLU_93362      hypothetical protein 
olu:OSTLU_93364      hypothetical protein 
olu:OSTLU_9337       hypothetical protein 
olu:OSTLU_93376      hypothetical protein 
olu:OSTLU_93378      hypothetical protein 
olu:OSTLU_93380      hypothetical protein 
olu:OSTLU_93383      hypothetical protein 
olu:OSTLU_93384      hypothetical protein 
olu:OSTLU_93385      MFS family transporter: multidrug efflux 
olu:OSTLU_93386      hypothetical protein 
olu:OSTLU_9339       hypothetical protein 
olu:OSTLU_93396      hypothetical protein; K03860 phosphatidylinositol glycan, class Q 
olu:OSTLU_93398      hypothetical protein 
olu:OSTLU_93405      hypothetical protein 
olu:OSTLU_93408      hypothetical protein 
olu:OSTLU_93415      hypothetical protein 
olu:OSTLU_93416      hypothetical protein 
olu:OSTLU_93419      hypothetical protein 
olu:OSTLU_93421      hypothetical protein 
olu:OSTLU_93424      hypothetical protein 
olu:OSTLU_93426      hypothetical protein 
olu:OSTLU_93433      hypothetical protein 
olu:OSTLU_93434      hypothetical protein 
